sbd,toan,ngu_van,ngoai_ngu,vat_li,hoa_hoc,sinh_hoc,lich_su,dia_li,gdcd,ma_ngoai_ngu
02072256,6.2,5.5,5.0,,,,6.5,7.75,8.75,N1
02072257,6.6,4.5,7.4,5.5,5.25,5.0,,,,N1
02072258,6.8,7.0,6.8,,,,6.25,7.5,7.5,N1
02072259,7.4,6.0,,5.75,5.25,3.5,,,,
02072260,4.8,5.5,3.6,,,,3.75,5.25,8.0,N1
02072261,7.0,7.0,7.6,,,,6.5,7.25,8.75,N1
02072262,6.8,6.5,7.6,,,,7.75,8.5,9.0,N1
02072263,8.0,6.25,7.4,,,,9.0,9.0,9.0,N1
02072264,5.4,6.0,5.4,,,,8.0,8.0,8.0,N1
02072265,8.8,4.75,8.4,9.25,6.5,6.5,,,,N1
02072266,7.4,7.75,8.8,9.0,5.25,4.25,,,,N1
02072267,6.6,6.5,7.6,6.75,6.0,5.0,,,,N1
02072268,8.0,5.25,3.6,7.25,7.25,4.75,,,,N1
02072269,7.2,6.25,8.6,5.25,6.25,5.75,,,,N1
02072270,7.2,6.0,6.2,6.5,6.75,4.75,,,,N1
02072271,7.0,6.0,,5.75,5.75,6.75,,,,
02072272,6.6,5.75,5.0,,,,6.75,7.0,8.25,N1
02072273,7.4,7.75,9.0,,,,7.25,6.75,8.5,N1
02072274,7.8,7.25,5.2,6.5,8.5,5.75,,,,N1
02072275,7.6,8.0,6.2,4.75,4.5,4.25,,,,N1
02072277,6.6,7.0,5.4,4.0,4.0,6.75,,,,N1
02072278,7.4,8.25,,6.0,5.5,5.25,,,,
02072279,7.2,5.5,,6.25,7.25,4.25,,,,
02072280,6.8,6.75,8.6,,,,5.75,6.75,8.0,N1
02072281,5.6,7.0,4.2,,,,6.25,7.25,9.0,N1
02072282,6.2,7.0,5.6,7.75,7.25,6.75,,,,N1
02072283,6.0,6.0,4.0,,,,7.0,7.75,7.75,N1
02072284,8.2,5.0,,6.5,7.0,6.25,,,,
02072285,6.8,6.5,6.8,6.5,7.75,4.5,,,,N1
02072286,7.8,5.25,4.6,7.25,4.5,4.0,,,,N1
02072287,5.4,7.5,5.0,,,,8.25,6.75,8.25,N1
02072288,7.8,7.25,,8.75,7.5,7.25,,,,
02072289,8.2,7.75,8.0,,,,6.25,8.75,7.25,N1
02072290,8.8,6.0,9.0,8.75,3.25,4.5,,,,N1
02072291,7.2,6.5,6.2,4.5,7.25,5.25,,,,N1
02072292,6.2,7.5,7.8,4.5,8.0,6.75,,,,N1
02072293,7.0,7.25,,5.0,6.0,5.0,,,,
02072294,6.4,7.75,8.0,3.25,6.5,8.25,,,,N1
02072295,7.6,6.0,9.0,5.0,7.5,5.25,,,,N1
02072296,4.4,6.0,,3.0,4.75,4.0,,,,
02072297,6.0,7.0,6.6,,,,5.75,6.75,9.0,N1
02072298,8.4,5.25,,7.75,8.5,5.25,,,,
02072299,7.2,7.75,6.6,5.5,7.0,5.0,,,,N1
02072300,7.4,7.25,7.0,4.5,5.0,4.75,,,,N1
02072301,7.2,8.75,8.2,5.25,6.25,3.75,,,,N1
02072302,8.4,7.75,8.6,7.75,7.0,6.25,,,,N1
02072303,7.2,7.5,8.4,4.0,7.5,4.75,,,,N1
02072304,6.4,6.75,4.0,5.5,5.25,4.25,,,,N1
02072305,4.8,7.25,4.0,,,,4.25,6.25,8.0,N1
02072306,6.6,6.0,6.4,,,,6.25,5.25,7.5,N1
02072307,7.6,7.5,,6.75,8.0,6.5,,,,
02072308,6.8,7.25,,,,,6.75,7.25,,
02072309,7.0,4.75,6.4,4.75,6.0,5.5,,,,N1
02072310,7.6,8.0,8.2,7.0,5.5,6.0,,,,N1
02072311,7.4,6.5,4.2,5.25,5.25,7.0,,,,N1
02072312,7.6,7.25,7.8,8.0,5.75,6.75,,,,N1
02072313,7.6,6.0,8.0,7.25,5.25,7.25,,,,N1
02072314,5.8,7.0,2.2,4.25,4.0,5.25,,,,N1
02072315,6.4,7.5,9.0,,,,8.0,7.0,7.25,N1
02072316,4.4,5.5,5.2,,,,4.5,5.25,6.75,N1
02072317,7.6,6.0,,6.25,6.75,6.25,,,,
02072318,6.4,5.75,,,,,4.0,7.0,,
02072319,8.6,8.0,7.8,8.0,7.0,5.0,,,,N1
02072320,7.6,7.0,5.6,6.5,5.25,6.0,,,,N1
02072321,7.4,7.5,9.2,7.75,5.75,6.5,,,,N1
02072322,5.0,7.0,,,,,5.25,5.25,,
02072323,6.2,5.75,,5.75,6.0,4.75,,,,
02072324,6.2,7.0,,,,,8.0,8.0,,
02072325,5.6,6.5,,,,,7.5,7.75,,
02072326,8.6,7.25,6.0,7.0,7.5,6.75,,,,N1
02072327,8.2,6.0,,7.5,7.75,6.75,,,,
02072328,7.4,6.75,7.4,,,,6.25,6.5,8.0,N1
02072329,7.4,7.0,8.8,,,,7.25,7.25,8.25,N1
02072330,5.8,6.5,9.6,5.5,4.5,5.5,,,,N1
02072331,5.4,5.25,,,,,6.25,7.0,,
02072332,5.6,5.5,,,,,6.25,6.75,,
02072333,7.4,6.0,5.4,7.0,8.25,6.0,,,,N1
02072334,6.8,6.75,6.0,7.75,5.75,4.5,,,,N1
02072335,8.2,6.75,,,,,9.25,9.75,,
02072336,4.4,4.5,,,,,6.5,7.5,,
02072337,7.4,6.0,5.8,6.0,6.5,4.75,,,,N1
02072338,8.6,7.0,7.0,8.75,5.5,5.0,,,,N1
02072339,7.4,6.5,6.6,7.75,6.25,6.0,,,,N1
02072340,5.6,5.5,4.8,,,,5.0,7.25,8.25,N1
02072341,7.0,6.25,,,,,7.25,8.25,,
02072342,8.0,7.0,7.0,5.5,2.75,5.5,,,,N1
02072343,6.6,8.0,5.0,7.0,5.25,5.75,,,,N1
02072344,4.4,6.5,,,,,5.0,6.5,,
02072345,6.8,4.5,,,,,4.5,6.25,,
02072346,7.0,5.25,6.4,6.0,6.75,6.5,,,,N1
02072347,8.0,7.25,7.0,8.0,6.75,5.5,,,,N1
02072348,5.4,8.0,6.2,4.75,5.0,6.5,,,,N1
02072349,7.6,8.25,6.0,8.25,7.5,5.25,,,,N1
02072350,6.8,8.25,8.0,,,,7.5,6.5,8.75,N1
02072351,6.4,7.25,4.8,,,,6.5,7.25,9.0,N1
02072352,7.6,6.75,,,,,7.5,8.5,,
02072353,7.4,6.5,7.0,6.5,4.75,4.0,,,,N1
02072354,6.2,8.25,6.8,5.75,5.25,6.0,,,,N1
02072355,5.8,7.25,6.6,,,,5.75,7.25,8.25,N1
02072356,6.4,6.5,,,,,5.5,8.0,,
02072357,7.4,6.5,4.6,,,,8.5,7.5,8.25,N1
02072358,7.8,7.0,7.6,6.25,5.0,4.5,,,,N1
02072359,6.4,5.75,,,,,5.25,7.0,,
02072360,6.8,6.75,,5.5,6.75,5.25,,,,
02072361,6.4,6.5,4.6,3.75,5.0,5.25,,,,N1
02072362,6.6,6.75,,,,,7.25,7.5,,
02072363,6.0,6.0,,,,,5.75,6.0,,
02072364,7.0,6.0,9.0,,,,7.75,8.0,8.25,N1
02072365,8.6,6.0,7.4,8.5,6.25,5.5,,,,N1
02072366,5.0,6.0,,,,,6.75,8.0,,
02072367,6.8,6.0,,5.5,6.75,6.0,,,,
02072368,7.0,4.0,7.4,3.75,7.75,7.0,,,,N1
02072369,4.6,5.75,,,,,6.75,7.5,,
02072370,5.6,7.25,5.2,,,,7.25,7.5,9.75,N1
02072371,8.0,7.5,7.4,4.5,7.25,7.5,,,,N1
02072372,7.2,8.25,5.8,7.5,5.5,6.25,,,,N1
02072373,7.8,6.5,4.6,7.25,6.0,5.0,,,,N1
02072374,7.0,6.25,,,,,5.5,8.75,,
02072375,7.0,5.5,4.6,2.5,5.75,7.25,,,,N1
02072376,7.4,7.75,8.0,5.75,5.25,6.75,,,,N1
02072377,8.2,6.75,9.0,7.75,6.25,5.5,,,,N1
02072378,5.8,5.5,,,,,5.75,6.75,,
02072379,8.2,6.5,7.8,6.75,1.75,4.75,,,,N1
02072380,7.8,6.0,6.2,6.75,8.5,7.25,,,,N1
02072381,6.0,5.75,,,,,7.5,7.75,,
02072382,6.0,5.5,8.6,4.75,6.25,4.75,,,,N1
02072383,7.4,6.5,,7.5,7.5,7.0,,,,
02072384,5.6,5.25,8.0,,,,7.25,6.0,9.0,N1
02072385,6.0,3.5,,,,,5.25,7.0,,
02072386,6.4,6.0,,,,,4.0,6.75,,
02072387,8.0,6.5,8.4,7.75,6.25,6.0,,,,N1
02072388,7.2,5.5,,,,,9.25,8.75,,
02072389,7.8,7.5,6.2,6.5,5.0,4.75,,,,N1
02072390,7.8,8.75,7.8,6.25,6.75,3.5,,,,N1
02072391,5.4,7.75,,,,,6.0,7.75,,
02072392,6.2,3.75,,4.5,3.75,4.75,,,,
02072393,5.0,5.0,,,,,4.75,7.25,,
02072394,4.8,6.5,,,,,6.5,6.75,,
02072395,4.2,6.0,,,,,3.5,7.25,,
02072396,4.0,5.5,,,,,4.5,7.0,,
02072397,7.2,6.75,,,,,7.5,8.25,,
02072398,7.2,7.5,7.8,5.0,6.25,6.0,,,,N1
02072399,7.8,7.5,6.6,4.0,8.25,7.0,,,,N1
02072400,7.4,7.5,8.8,,,,6.25,7.5,8.5,N1
02072401,6.4,5.5,,,,,7.25,7.75,,
02072402,5.8,5.5,,6.75,5.25,5.75,,,,
02072403,8.0,6.75,8.2,3.75,6.25,7.5,,,,N1
02072404,8.6,7.5,9.2,7.25,8.25,6.5,,,,N1
02072405,8.4,6.75,5.4,5.75,7.0,4.5,,,,N1
02072406,7.2,7.0,6.8,,,,5.5,7.25,9.5,N1
02072407,7.2,7.75,8.2,,,,6.5,7.25,8.5,N1
02072408,5.6,7.75,7.2,,,,3.5,5.5,6.75,N1
02072409,7.4,8.0,,,,,7.75,8.5,,
02072410,6.8,7.0,6.0,,,,6.25,7.75,9.5,N1
02072411,7.2,7.75,7.4,4.5,7.75,6.75,,,,N1
02072412,6.8,8.0,5.6,,,,7.25,6.75,8.25,N1
02072413,7.6,7.5,6.8,7.5,6.0,6.25,,,,N1
02072414,7.2,6.0,,4.5,6.25,6.0,,,,
02072415,7.6,7.75,7.4,6.5,6.75,5.75,,,,N1
02072416,8.2,8.0,,,,,8.0,9.5,,
02072417,6.2,6.5,5.4,,,,8.25,6.5,8.25,N1
02072418,8.0,6.75,6.0,,,,5.0,7.75,8.75,N1
02072419,8.0,7.75,9.4,8.75,8.25,7.5,,,,N1
02072420,7.8,7.0,5.6,6.0,8.5,8.0,,,,N1
02072421,4.2,4.25,,,,,4.75,6.5,,
02072422,6.2,8.25,3.6,,,,6.0,7.5,8.25,N1
02072423,7.4,8.0,6.2,3.5,3.25,4.5,,,,N1
02072424,5.8,5.25,,3.75,7.0,6.25,,,,
02072425,6.8,8.25,7.2,7.0,4.5,6.5,,,,N1
02072426,7.8,8.5,7.2,3.0,5.25,4.0,,,,N1
02072427,6.4,6.5,,,,,6.25,6.25,,
02072428,7.4,6.5,6.6,4.75,6.5,7.5,,,,N1
02072429,7.0,7.25,,,,,6.0,5.75,,
02072430,4.4,6.5,5.6,4.0,4.75,4.75,,,,N1
02072431,8.2,7.0,7.4,4.75,6.5,5.5,,,,N1
02072432,7.6,8.75,8.2,4.0,8.25,7.25,,,,N1
02072433,4.0,6.25,,,,,2.75,4.75,,
02072434,7.6,6.75,8.0,7.25,7.0,7.0,,,,N1
02072435,8.2,7.75,8.6,5.25,5.25,5.0,,,,N1
02072436,4.8,7.5,6.4,5.25,4.0,4.25,,,,N1
02072437,6.6,7.5,,,,,8.75,8.5,,
02072438,5.8,7.0,,4.75,5.0,6.5,,,,
02072439,7.0,6.5,8.0,,,,5.25,6.0,6.75,N1
02072440,6.8,5.75,,5.5,5.0,4.75,,,,
02072441,6.8,5.5,5.4,,,,6.5,7.0,7.75,N1
02072442,4.8,6.75,3.8,,,,5.25,7.25,8.0,N1
02072443,8.8,5.25,4.2,8.5,8.0,5.75,,,,N1
02072444,6.2,7.5,,,,,8.0,8.25,,
02072445,6.2,6.0,,6.0,5.75,3.75,,,,
02072446,5.2,7.0,4.0,5.0,4.75,3.5,,,,N1
02072447,6.6,8.5,6.2,,,,8.0,7.0,6.5,N1
02072448,7.6,5.0,,7.25,6.5,6.0,,,,
02072449,6.2,5.5,,5.75,6.5,4.75,,,,
02072450,6.2,7.0,6.8,4.25,5.25,3.0,,,,N1
02072451,6.6,5.0,,7.25,7.0,6.75,,,,
02072452,6.8,3.5,4.6,,,,6.5,6.75,8.75,N1
02072453,5.4,7.25,,5.0,5.5,5.25,,,,
02072454,6.4,6.0,,,,,7.25,8.25,,
02072455,5.6,6.0,,,,,3.5,7.5,,
02072456,8.4,5.75,8.4,6.5,6.0,5.0,,,,N1
02072457,8.6,6.0,8.6,7.0,5.0,6.5,,,,N1
02072458,5.6,7.25,9.4,5.5,7.0,5.25,,,,N1
02072459,8.6,5.75,8.8,7.0,6.5,7.0,,,,N1
02072460,6.2,7.5,,5.25,4.25,5.5,,,,
02072461,7.0,7.0,8.2,5.0,6.0,5.25,,,,N1
02072462,8.4,7.0,9.8,9.5,7.0,6.5,,,,N1
02072463,6.6,8.0,,,,,8.5,8.0,,
02072464,5.6,7.5,2.8,1.75,3.25,6.0,,,,N1
02072465,7.2,7.0,,7.25,5.75,6.25,,,,
02072466,7.0,6.75,5.0,6.75,6.25,4.75,,,,N1
02072467,8.0,8.5,6.6,6.25,5.75,6.0,,,,N1
02072468,7.6,8.0,7.0,6.25,6.25,6.0,,,,N1
02072469,7.2,6.75,,,,,8.0,8.0,,
02072470,7.6,7.75,7.6,6.75,4.75,6.75,,,,N1
02072471,6.2,7.0,,,,,6.0,7.25,,
02072472,6.6,6.75,,,,,6.5,8.0,,
02072473,5.8,7.25,,,,,7.75,8.0,,
02072474,4.2,4.25,,2.75,3.0,3.25,,,,
02072475,7.0,6.75,5.6,,,,7.5,7.75,9.25,N1
02072476,6.8,6.5,5.4,4.5,6.25,5.75,,,,N1
02072477,8.2,7.75,7.6,7.25,7.25,7.0,,,,N1
02072478,8.2,6.5,5.4,7.5,7.0,3.75,,,,N1
02072479,7.4,8.0,7.8,,,,6.75,7.5,8.25,N1
02072480,7.6,7.75,6.2,6.5,5.25,4.25,,,,N1
02072481,5.4,6.5,3.4,,,,6.75,6.25,7.5,N1
02072482,8.6,7.0,8.4,6.0,7.5,6.75,,,,N1
02072483,7.2,5.75,6.8,5.5,5.0,5.0,,,,N1
02072484,5.6,4.75,,5.75,4.0,5.25,,,,
02072485,8.6,4.0,6.6,8.25,8.75,4.75,,,,N1
02072486,6.4,7.25,5.8,5.5,7.0,6.0,,,,N1
02072487,6.2,5.5,5.0,,,,8.25,8.25,8.5,N1
02072488,4.6,5.75,,4.75,3.25,3.75,,,,
02072489,3.6,4.5,,,,,5.25,6.0,,
02072490,7.6,5.0,6.2,6.75,5.25,5.0,,,,N1
02072491,7.0,4.75,,,,,7.75,9.0,,
02072492,6.8,5.5,5.4,7.0,3.75,5.75,,,,N1
02072493,7.8,5.75,8.2,7.25,5.25,3.75,,,,N1
02072494,7.0,5.5,,,,,6.75,9.25,,
02072495,6.6,5.5,,,,,6.0,7.5,,
02072496,6.8,6.0,,7.0,6.75,4.5,,,,
02072497,5.2,7.75,,,,,6.5,7.75,,
02072498,6.2,7.0,6.0,5.25,5.0,4.75,,,,N1
02072499,8.0,6.25,8.0,7.0,6.5,5.5,,,,N1
02072500,4.2,4.5,,,,,5.5,6.25,,
02072501,7.4,5.75,,6.25,5.75,5.75,,,,
02072502,6.4,7.0,,,,,8.5,8.75,,
02072503,6.0,5.75,3.8,,,,5.75,7.75,8.0,N1
02072504,6.4,4.5,8.4,4.25,5.75,4.5,,,,N1
02072505,5.4,5.75,4.2,2.25,3.75,5.25,,,,N1
02072506,6.6,5.0,,,,,6.5,9.0,,
02072507,7.2,7.75,5.0,,,,8.0,8.25,8.5,N1
02072508,7.4,4.0,,3.5,4.25,4.5,,,,
02072509,8.0,7.25,7.2,7.25,4.75,6.5,,,,N1
02072510,7.4,8.5,,5.75,6.25,6.75,,,,
02072511,5.8,7.0,,4.75,3.5,5.25,,,,
02072512,6.0,6.5,,,,,8.75,9.0,,
02072513,5.8,7.0,6.0,4.25,3.5,5.0,,,,N1
02072514,5.0,6.25,3.4,,,,6.25,7.0,8.0,N1
02072515,5.4,7.5,,,,,7.0,8.5,,
02072516,7.0,7.5,6.0,3.25,7.25,5.5,,,,N1
02072517,6.6,8.25,,,,,6.0,8.5,,
02072518,7.4,5.5,,,,,6.75,7.75,,
02072519,8.2,7.25,6.6,,,,8.75,8.75,8.5,N1
02072520,7.4,5.75,6.2,7.75,8.25,7.75,,,,N1
02072521,6.4,6.5,,,,,7.25,8.75,,
02072522,6.8,6.5,6.8,,,,9.25,7.5,9.25,N1
02072523,8.0,7.0,8.2,8.5,7.25,7.5,,,,N1
02072524,4.6,4.75,2.8,,,,4.25,5.5,8.0,N1
02072525,8.0,7.0,7.4,,,,5.25,6.75,8.0,N1
02072526,6.6,5.0,5.0,5.5,5.0,5.75,,,,N1
02072527,4.8,6.25,,,,,5.5,7.25,,
02072528,6.8,6.0,,5.75,4.25,6.5,,,,
02072529,8.2,7.0,6.6,6.75,7.5,6.5,,,,N1
02072530,7.6,8.75,5.4,7.75,7.75,7.5,,,,N1
02072531,6.8,6.5,,,,,6.75,8.5,,
02072532,6.4,4.75,6.2,,,,7.0,6.5,9.25,N1
02072533,5.4,6.0,7.2,,,,8.25,7.25,8.0,N1
02072534,6.2,6.5,9.4,3.5,5.75,4.25,,,,N1
02072535,7.2,6.0,,,,,5.25,8.5,,
02072536,8.4,4.75,9.6,7.5,6.0,7.5,,,,N1
02072537,6.4,6.5,,,,,5.5,5.5,,
02072538,6.0,5.5,,,,,7.5,7.5,,
02072539,8.2,4.75,,5.5,6.5,5.0,,,,
02072540,7.4,7.0,8.8,4.25,6.25,5.5,,,,N1
02072541,7.6,6.25,4.6,6.75,8.0,7.0,,,,N1
02072542,7.0,6.25,8.6,,,,5.5,6.0,8.5,N1
02072543,4.8,6.0,,,,,6.25,7.5,,
02072544,7.2,7.25,,5.25,6.25,5.0,,,,
02072545,5.8,7.25,,,,,8.0,8.25,,
02072546,7.0,6.75,5.4,,,,7.75,8.0,9.75,N1
02072547,7.0,7.75,,,,,7.75,9.0,,
02072548,6.6,7.0,,,,,8.0,8.25,,
02072549,4.6,6.0,,,,,5.5,6.75,,
02072550,7.8,6.0,4.0,6.5,5.75,4.5,,,,N1
02072551,7.6,7.0,7.2,8.25,8.25,6.25,,,,N1
02072552,5.6,5.25,5.2,2.0,3.5,3.75,,,,N1
02072553,6.6,5.75,,,,,5.75,8.5,,
02072554,6.8,6.25,,,,,5.75,6.5,,
02072555,8.6,7.0,7.4,8.0,5.0,6.25,,,,N1
02072556,8.2,5.5,6.4,3.5,7.0,7.25,,,,N1
02072557,7.0,6.25,5.2,,,,6.5,6.5,8.5,N1
02072558,4.4,6.25,4.8,3.0,4.0,4.0,,,,N1
02072559,5.4,7.25,6.6,4.25,5.5,6.0,,,,N1
02072560,5.6,6.25,,,,,5.5,8.25,,
02072561,6.8,6.0,6.0,5.25,6.5,5.0,,,,N1
02072562,7.6,7.5,8.6,,,,7.25,7.75,8.75,N1
02072563,6.8,6.75,4.0,,,,5.75,5.75,6.75,N1
02072564,8.6,7.0,7.6,9.0,7.25,6.0,,,,N1
02072565,6.6,8.25,6.4,,,,8.0,8.0,9.25,N1
02072566,6.6,6.25,5.0,,,,4.5,6.0,6.75,N1
02072567,6.6,6.25,7.4,,,,7.75,6.75,9.5,N1
02072568,6.8,5.5,5.6,4.0,3.75,3.0,,,,N1
02072569,8.4,6.75,7.4,7.5,8.5,6.25,,,,N1
02072570,8.6,6.5,7.6,5.75,5.0,5.25,,,,N1
02072571,5.8,5.75,,,,,9.0,8.25,,
02072572,6.6,7.0,,,,,8.25,7.75,,
02072573,7.8,7.5,7.6,7.0,6.25,5.0,,,,N1
02072574,6.6,8.0,8.2,,,,7.25,8.75,8.75,N1
02072575,5.2,7.5,,,,,4.0,7.5,,
02072576,8.0,7.0,7.2,,,,8.75,7.5,8.0,N1
02072577,6.0,6.0,6.4,4.75,5.5,5.25,,,,N1
02072578,6.0,7.0,,,,,8.25,7.25,,
02072579,6.6,6.25,,5.75,5.75,5.0,,,,
02072580,6.4,7.0,,5.25,5.75,6.5,,,,
02072581,6.2,7.5,,,,,6.5,7.5,,
02072582,7.0,5.5,,,,,7.5,8.75,,
02072583,7.4,8.5,,,,,9.0,9.5,,
02072584,8.4,8.0,8.2,8.5,5.75,7.0,,,,N1
02072585,7.0,5.0,7.8,5.75,6.75,6.25,,,,N1
02072586,7.6,6.0,9.0,7.5,4.75,6.5,,,,N1
02072587,7.2,7.25,4.8,,,,8.25,7.5,9.25,N1
02072588,7.4,6.25,7.8,7.75,5.5,5.5,,,,N1
02072589,8.4,5.5,6.2,7.75,8.5,5.75,,,,N1
02072590,8.4,8.25,9.2,,,,6.75,5.75,6.0,N1
02072591,7.6,8.0,4.8,,,,9.75,10.0,7.0,N1
02072592,7.2,6.75,,,,,6.5,7.0,,
02072593,7.4,6.25,6.6,7.0,4.75,6.0,,,,N1
02072594,6.0,6.0,,,,,6.5,5.75,,
02072595,6.4,6.5,6.6,5.5,6.0,5.25,,,,N1
02072596,8.0,7.0,6.8,7.75,6.0,6.75,,,,N1
02072597,2.2,8.5,1.8,,,,9.75,9.75,7.25,N1
02072598,7.0,7.0,,7.5,6.25,6.25,,,,
02072599,7.8,7.25,,7.0,7.5,6.0,,,,
02072600,6.0,7.0,,,,,6.75,7.75,,
02072601,7.2,6.75,,6.5,7.25,6.75,,,,
02072602,6.6,6.5,,,,,7.0,7.25,,
02072603,7.0,7.0,,,,,8.0,8.5,,
02072604,5.4,6.25,,,,,5.5,6.75,,
02072605,7.0,4.75,4.6,5.5,4.25,5.5,,,,N1
02072606,7.4,6.5,8.6,5.5,5.25,5.75,,,,N1
02072607,3.2,6.75,2.6,,,,9.0,9.5,6.25,N1
02072608,7.2,5.75,6.4,8.25,7.25,5.0,,,,N1
02072609,5.6,5.75,,4.0,2.5,5.5,,,,
02072610,6.0,5.0,7.4,5.75,4.25,6.75,,,,N1
02072611,5.4,7.0,,,,,5.75,7.25,,
02072612,7.4,6.0,8.6,8.5,7.0,7.5,,,,N1
02072613,7.4,6.25,,,,,8.75,9.5,,
02072614,6.0,7.25,6.4,,,,7.25,7.0,8.75,N1
02072615,6.0,5.5,4.8,3.75,5.0,5.0,,,,N1
02072616,8.4,6.75,5.2,6.0,7.25,3.75,,,,N1
02072617,8.2,5.75,,5.5,6.5,6.25,,,,
02072618,7.0,7.75,8.8,,,,8.5,8.25,9.0,N1
02072619,5.0,6.0,,,,,5.5,6.25,,
02072620,5.4,4.75,,4.0,4.75,5.5,,,,
02072621,7.4,5.5,,7.0,8.0,6.25,,,,
02072622,4.8,6.75,,,,,5.75,7.75,,
02072623,7.6,6.25,8.0,8.75,4.25,6.5,,,,N1
02072624,5.0,6.0,3.8,5.0,4.75,3.5,,,,N1
02072625,7.6,6.75,4.0,3.75,4.75,5.5,,,,N1
02072626,6.8,7.5,6.6,4.0,5.25,4.0,,,,N1
02072627,6.4,6.75,4.8,,,,6.75,6.5,8.5,N1
02072628,5.6,7.25,4.6,6.25,4.25,5.25,,,,N1
02072629,7.6,5.75,,4.25,6.25,4.25,,,,
02072630,6.6,8.5,,,,,8.25,8.5,,
02072631,6.6,7.75,5.4,,,,7.5,8.75,8.75,N1
02072632,6.2,7.5,,,,,6.25,8.25,,
02072633,6.2,6.5,,,,,5.5,8.25,,
02072634,6.8,5.75,,,,,6.5,7.75,,
02072635,6.4,6.25,,,,,7.75,7.75,,
02072636,3.4,5.75,,,,,5.25,6.75,,
02072637,6.8,7.75,,,,,5.5,8.0,,
02072638,6.6,6.0,,,,,6.5,9.25,,
02072639,6.6,7.25,,5.5,6.75,5.0,,,,
02072640,6.6,7.25,8.4,,,,7.5,6.5,8.0,N1
02072641,7.8,6.5,,6.75,8.0,6.75,,,,
02072642,8.2,8.5,8.2,,,,5.25,6.0,7.5,N1
02072643,7.8,8.0,7.2,8.25,6.5,7.25,,,,N1
02072644,5.4,6.75,4.8,,,,4.25,5.75,8.75,N1
02072645,6.0,8.75,7.4,,,,8.5,8.0,9.0,N1
02072646,6.8,6.5,,6.0,4.75,6.25,,,,
02072647,8.4,5.75,5.8,8.0,7.0,3.5,,,,N1
02072648,6.0,4.25,,4.75,3.75,5.0,,,,
02072649,6.6,7.25,,,,,7.25,8.25,,
02072650,7.2,6.25,7.2,5.25,5.25,5.75,,,,N1
02072651,5.8,7.0,8.2,2.5,4.75,5.5,,,,N1
02072652,7.2,7.75,7.8,,,,5.5,7.0,9.25,N1
02072653,7.0,7.75,6.2,,,,6.25,7.25,8.75,N1
02072654,6.8,8.5,8.4,,,,4.5,5.75,8.0,N1
02072655,7.0,7.0,,,,,6.5,8.0,,
02072656,6.0,7.5,8.4,,,,5.25,6.75,9.0,N1
02072657,6.4,6.5,8.6,4.75,7.5,5.0,,,,N1
02072658,7.6,7.5,,,,,8.5,9.25,,
02072659,7.0,5.75,6.0,,,,6.25,6.5,8.25,N1
02072660,7.8,6.5,5.6,6.0,8.0,6.0,,,,N1
02072661,6.6,6.0,,7.25,7.25,7.0,,,,
02072662,7.6,6.0,,6.5,6.25,4.5,,,,
02072663,6.6,7.0,,5.75,4.0,4.75,,,,
02072664,2.0,2.0,2.2,2.5,2.5,3.0,,,,N1
02072665,7.8,5.75,5.2,,,,5.25,7.0,8.5,N1
02072666,7.0,7.5,,,,,6.25,7.75,,
02072667,7.6,5.75,8.2,6.25,4.0,5.0,,,,N1
02072668,5.2,6.75,6.2,4.0,5.0,5.0,,,,N1
02072669,4.4,6.5,3.2,,,,5.5,5.75,6.25,N1
02072670,5.2,6.75,8.0,7.0,4.75,3.75,,,,N1
02072671,5.8,6.5,,,,,7.5,7.75,,
02072672,7.0,5.75,,,,,5.0,7.5,,
02072673,6.8,5.75,,4.5,5.5,4.0,,,,
02072674,7.2,7.5,6.2,,,,5.5,6.5,7.5,N1
02072675,6.8,7.25,,,,,7.5,8.75,,
02072676,7.2,7.5,,,,,6.25,8.75,,
02072677,7.0,7.0,5.0,,,,7.25,8.25,9.25,N1
02072678,6.2,6.0,5.0,,,,6.0,6.75,8.25,N1
02072679,6.0,4.5,4.2,4.0,5.5,3.5,,,,N1
02072680,7.2,7.25,5.8,,,,7.5,8.25,8.75,N1
02072681,6.4,6.5,,,,,5.5,8.0,,
02072682,7.0,5.75,5.0,,,,6.5,8.25,8.5,N1
02072683,8.0,7.0,,7.25,8.25,7.25,,,,
02072684,8.0,6.5,6.8,6.0,5.25,6.25,,,,N1
02072685,6.4,6.0,1.6,6.5,5.75,6.0,,,,N4
02072686,7.2,6.75,,3.25,8.0,7.75,,,,
02072687,5.2,6.25,6.0,,,,5.0,6.25,7.75,N1
02072688,7.4,5.0,5.8,7.0,6.0,6.5,,,,N1
02072689,7.4,6.75,,,,,5.25,7.75,,
02072690,7.8,8.25,7.6,,,,8.75,8.5,9.25,N1
02072691,6.4,6.75,7.8,5.5,4.25,5.0,,,,N1
02072692,5.8,7.25,3.0,,,,4.5,5.5,8.75,N1
02072693,7.4,6.0,,5.0,7.75,7.0,,,,
02072694,7.4,7.75,8.8,,,,7.0,7.25,9.0,N1
02072695,7.0,7.5,6.8,7.25,5.0,3.75,,,,N1
02072696,5.8,7.0,6.6,4.75,4.25,5.25,,,,N1
02072697,6.6,5.25,,,,,5.75,7.75,,
02072698,4.8,6.25,,,,,5.75,7.5,,
02072699,7.8,7.0,5.4,8.5,8.0,5.0,,,,N1
02072700,5.0,6.75,4.0,3.5,6.0,6.5,,,,N1
